subject,body,sender,label
Your account will be suspended in 24 hours,"Hi, I'm reaching out regarding an outstanding invoice #INV-70933. Payment of $892.50 is overdue. Please review and process payment immediately: http://docs.google.com.755losma.info/document Late fees will apply after 48 hours. Don't delay! Alternative link: http://login.microsoftonline.cvw9nams.tk/oauth",admin@paypa1-support.xyz,1
Tax refund notification - claim your refund now,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://portal.office365-security.0o2rak1v.co/reset This is your last chance.,alert@bank0famerica.net,1
Invitation: Annual company retreat,"Hi team, Just a reminder that we have our weekly sync meeting scheduled for Thursday at 2 PM in Conference Room B. Please review the agenda document shared on our project board before the meeting. Looking forward to a productive discussion. Best regards, Sarah",noreply@github.com,0
Your monthly statement is ready,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",team@slack.com,0
Invitation: Annual company retreat,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",no-reply@google.com,0
Q3 Project Update - Progress Report,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",orders@amazon.com,0
Invitation: Annual company retreat,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",noreply@github.com,0
Your package delivery is pending - confirm address,URGENT NOTICE: Your account has been temporarily locked due to suspicious activity. You must verify your credentials within 24 hours to avoid permanent suspension. Click here: http://tinyurl.com/0yu2klta Failure to act will result in account deletion. ACT NOW! Alternative link: http://account-security.8ak7qhmb.ru/update,helpdesk@g00gle-alert.org,1
Important: Confirm your account details,URGENT NOTICE: Your account has been temporarily locked due to suspicious activity. You must verify your credentials within 24 hours to avoid permanent suspension. Click here: http://10.0.159.159/phish/login.php Failure to act will result in account deletion. Alternative link: http://www.amaz0n-support.com/verify/rgifl129,admin@paypa1-support.xyz,1
Weekly standup notes - Sprint 14,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",support@figma.com,0
Your monthly statement is ready,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",no-reply@google.com,0
Job posting: Senior Software Engineer,Hey all! We're organizing a team lunch this Friday at 12:30 PM at Olive Garden. Please RSVP by Wednesday so I can make the reservation. Vegetarian and vegan options are available. Hope to see everyone there! - Mike,orders@amazon.com,0
Meeting scheduled for Thursday at 2 PM,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,david.smith@ourcompany.com,0
Tax refund notification - claim your refund now,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://192.168.1.191/verify-account Use code SAVE90 at checkout. Hurry, stocks are limited! ACT NOW! Alternative link: http://www.paypa1.com/signin/f6t9usoj",alert@bank0famerica.net,1
Monthly newsletter - Company updates,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-766057. View event schedule at https://www.techconf.com/schedule",orders@amazon.com,0
Exclusive offer: Act now before it expires!,"Your recent payment of $49.99 has failed. To avoid service interruption, please update your billing information immediately at: http://secure-login.account-verify.10.xyz/auth If you do not update within 12 hours, your account will be suspended.",security@0ffice365.co,1
Happy Birthday from the team!,"Thank you for registering for TechConf 2026! Your registration has been confirmed. Event details: Date: March 15-17, Location: San Francisco Convention Center. Your confirmation number is TC-164179. View event schedule at https://www.techconf.com/schedule",sarah.johnson@ourcompany.com,0
Your account will be suspended in 24 hours,"Hi, I'm reaching out regarding an outstanding invoice #INV-44184. Payment of $892.50 is overdue. Please review and process payment immediately: http://www.amaz0n-support.com/verify/05tpn9db Late fees will apply after 48 hours. Alternative link: http://appleid.apple.com-verify.ev1hoh9o.cn/auth",noreply@microsoft-security.tk,1
Security Alert: Unusual sign-in activity detected,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://netflix-billing.cwnpgw90.top/update-payment Act now - this offer won't last! Don't delay! Alternative link: http://192.168.1.46/verify-account,noreply@microsoft-security.tk,1
Your package delivery is pending - confirm address,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://tinyurl.com/m8pyqdrf Use code SAVE90 at checkout. Hurry, stocks are limited! ACT NOW!",helpdesk@g00gle-alert.org,1
URGENT: Your account has been compromised,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.202.104. Secure your account NOW: http://appleid.apple.com-verify.y2nxjeyk.cn/auth Ignoring this message may lead to data breach.,alert@bank0famerica.net,1
